FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4153,Reform Management Section,GY 09,20,9024,Project Strategy Manager - CPD,Annual,1,1,94500,94500
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4153,Reform Management Section,GY 09,20,9024,Project Strategy Manager - CPD,Annual,7,1,90444,633108
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4153,Reform Management Section,GY 09,20,9024,Project Strategy Manager - CPD,Annual,5,1,86520,432600
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4153,Reform Management Section,X 43,0,03A4,Assistant Director,Annual,1,1,129936,129936
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4153,Reform Management Section,B 13,1,308,Staff Assistant,Annual,1,1,112260,112260
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4153,Reform Management Section,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,30915,30915
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,E 05,75,9175,Captain,Annual,2,1,167592,335184
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,E 05,75,9175,Captain,Annual,1,1,163542,163542
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,E 05,75,9175,Captain,Annual,1,1,154764,154764
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,E 03,71,9171,Sergeant,Annual,1,1,124854,124854
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,D 01,91,9161,Police Officer,Annual,1,1,114768,114768
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,D 01,91,9161,Police Officer,Annual,2,1,107556,215112
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,D 01,91,9161,Police Officer,Annual,2,1,103950,207900
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,3 00,0,1127,Chief Performance Analyst,Annual,2,1,103512,207024
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,86520,86520
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,82752,82752
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,GY 08,20,1126,Senior Performance Analyst,Annual,2,1,80472,160944
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,X 43,0,03A4,Assistant Director,Annual,1,1,129936,129936
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,G 07,4,193,Auditor III,Annual,1,1,96624,96624
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,G 07,4,193,Auditor III,Annual,1,1,84972,84972
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3624,Professional Standards and Compliance,4154,Audit Section,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,21055,21055
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,E 05,75,9175,Captain,Annual,2,1,167592,335184
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,E 04,73,9173,Lieutenant,Annual,1,1,149502,149502
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,E 03,71,9171,Sergeant,Annual,1,1,137208,137208
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,E 03,71,9171,Sergeant,Annual,2,1,132906,265812
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,E 03,71,9171,Sergeant,Annual,1,1,128772,128772
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,E 03,71,9171,Sergeant,Annual,1,1,124854,124854
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,D 01,91,9161,Police Officer,Annual,1,1,114768,114768
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,D 01,91,9161,Police Officer,Annual,2,1,111540,223080
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,D 01,91,9161,Police Officer,Annual,2,1,107556,215112
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,D 01,91,9161,Police Officer,Annual,3,1,103950,311850
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,D 01,91,9161,Police Officer,Annual,31,1,95598,2963538
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,4 00,0,9006,Tactical Review Analyst-CPD,Hourly,24960,0,37,923520
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3627,Tactical Review and Evaluation Division,4158,Force Review Unit,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,100160,100160
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,X 42,9,9675,Deputy Director,Annual,1,1,148548,148548
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,E 04,73,9173,Lieutenant,Annual,1,1,157962,157962
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,E 03,71,9171,Sergeant,Annual,2,1,132906,265812
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,E 03,71,9171,Sergeant,Annual,1,1,128772,128772
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,D 01,91,9161,Police Officer,Annual,1,1,114768,114768
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,D 01,91,9161,Police Officer,Annual,2,1,111540,223080
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,D 01,91,9161,Police Officer,Annual,4,1,107556,430224
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,D 01,91,9161,Police Officer,Annual,4,1,103950,415800
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,D 01,91,9161,Police Officer,Annual,2,1,100422,200844
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,D 01,91,9161,Police Officer,Annual,2,1,95598,191196
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,G 05,4,2921,Senior Research Analyst,Annual,2,1,102468,204936
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,GY 09,20,2903,Research and Policy Analyst - CPD,Annual,1,1,118992,118992
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,GY 09,20,2903,Research and Policy Analyst - CPD,Annual,3,1,98664,295992
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,GY 09,20,2903,Research and Policy Analyst - CPD,Annual,6,1,86520,519120
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,B 15,1,729,Information Coordinator,Annual,4,1,77892,311568
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,X 43,0,03A4,Assistant Director,Annual,2,1,129936,259872
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,BX 15,20,305,Assistant to the Executive Director,Annual,1,1,110256,110256
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,B 10,1,302,Administrative Assistant II,Annual,1,1,84972,84972
LOCAL,57,Chicago Police Department,100,Corporate Fund,1005,Chicago Police Department,2040,Office of Constitutional Policing and Reform,3629,Research and Development,4159,Research and Development Division,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,47777,47777
LOCAL,58,Office of Emergency Management and Communications,100,Corporate Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3005,Office of the Executive Director,4005,Executive Administration,1 00,0,9958,Executive Director - Emergency Management and Communications,Annual,1,1,192516,192516
LOCAL,58,Office of Emergency Management and Communications,100,Corporate Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3005,Office of the Executive Director,4005,Executive Administration,X 31,0,9812,First Deputy Director,Annual,1,1,164004,164004
LOCAL,58,Office of Emergency Management and Communications,100,Corporate Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3005,Office of the Executive Director,4005,Executive Administration,X 32,9,9684,Deputy Director,Annual,1,1,152748,152748
LOCAL,58,Office of Emergency Management and Communications,100,Corporate Fund,1010,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,3005,Office of the Executive Director,4005,Executive Administration,3 00,0,1430,Policy Analyst,Annual,1,1,69840,69840
